Name,Age,Nationality,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height,Weight,Release Clause
22 S. Edozie,18,England,82,Manchester City,1100000.0,7000.0,1.0,2.0,3.0,Medium/ Medium,Lean,SUB,Permanent,167,71,3100000.0
22 J. Macías,21,Mexico,81,Club Deportivo Guadalajara,7000000.0,29000.0,1.0,3.0,3.0,High/ Medium,Normal,ST,Permanent,178,76,13300000.0
A. Palavecino,25,Argentina,76,River Plate,6500000.0,16000.0,1.0,3.0,4.0,Medium/ Low,Normal,LCM,Permanent,179,74,9600000.0
21 Fabrício Isidoro,28,Brazil,69,SC Farense,1400000.0,4000.0,1.0,3.0,2.0,High/ High,Normal,LCM,Permanent,172,64,2900000.0
A. Forson,19,Ghana,81,SC Rheindorf Altach,1500000.0,4000.0,1.0,3.0,3.0,High/ Medium,Lean,RM,"<a href=""/team/191/fc-red-bull-salzburg/"">FC Red Bull Salzburg</a>",173,62,0.0
22 Paulinho,32,Brazil,83,Al Ahli,28500000.0,61000.0,3.0,4.0,4.0,High/ High,Normal,LCM,Permanent,183,80,48500000.0
22 R. Kalem,17,Germany,70,Grasshopper Club Zürich,475000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,181,71,784000.0
22 S. Babkin,18,Russia,71,FC Lokomotiv Moscow,825000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,176,62,1500000.0
R. Sallai,25,Hungary,77,Sport-Club Freiburg,9000000.0,26000.0,2.0,4.0,4.0,Medium/ Medium,Normal,CAM,Permanent,183,75,16000000.0
21 D. Fernandes,22,Republic of Ireland,62,Shelbourne FC,210000.0,500.0,1.0,2.0,3.0,Medium/ Low,Normal,SUB,Permanent,177,67,368000.0
22 J. Ramírez,20,Mexico,70,Gallos Blancos de Querétaro,725000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,176,73,1400000.0
E. Dieye,20,Senegal,75,AS Saint-Étienne,1300000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,182,75,2600000.0
R. Dickie,26,England,77,Queens Park Rangers,4900000.0,28000.0,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,Permanent,195,74,9700000.0
L. Brooks,21,Australia,66,Melbourne Victory,325000.0,1000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,179,67,471000.0
C. Gonzáles,29,Peru,72,Al Adalah,2300000.0,16000.0,1.0,3.0,3.0,High/ Low,Normal,CAM,Permanent,177,69,3800000.0
22 R. Nakamura,23,Japan,67,Kashima Antlers,475000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,179,70,689000.0
22 David Amigo,18,Spain,76,CF Fuenlabrada,625000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,RES,Permanent,180,75,1400000.0
Cho Gue Sung,24,Korea Republic,76,Sangju Sangmu FC,2800000.0,6000.0,1.0,3.0,2.0,High/ Medium,Normal,ST,"<a href=""/team/1477/jeonbuk-hyundai-motors/"">Jeonbuk Hyundai Motors</a>",188,77,0.0
A. Sanabria,26,Paraguay,78,Torino F.C.,7500000.0,41000.0,1.0,4.0,4.0,High/ Medium,Normal,ST,Permanent,181,73,14100000.0
S. Nwankwo,18,Nigeria,76,Mjällby AIF,775000.0,500.0,1.0,2.0,2.0,Medium/ Low,Normal,LS,Permanent,183,75,1500000.0
A. Ndiaye,25,Senegal,74,RCD Mallorca,3600000.0,20000.0,1.0,4.0,4.0,Medium/ Medium,Lean,SUB,Permanent,173,70,8199999.999999999
22 E. Sierra,19,Belgium,77,Heracles Almelo,1400000.0,1000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,170,63,2900000.0
22 M. Succar,21,Peru,71,LASK Linz,1200000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,184,76,2000000.0
S. Kennedy,25,Canada,73,SSV Jahn Regensburg,1700000.0,6000.0,1.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,193,80,2800000.0
R. Alm,26,Sweden,69,IF Elfsborg,1400000.0,3000.0,1.0,3.0,3.0,Medium/ Medium,Normal,RW,Permanent,174,70,1900000.0
J. Caldera,20,Colombia,75,Deportivo Cali,1100000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,185,79,1700000.0
S. Vines,23,United States,75,Royal Antwerp FC,2100000.0,8000.0,1.0,2.0,2.0,High/ High,Lean,LB,Permanent,177,72,3600000.0
S. Kırıntılı,37,Turkey,68,Ümraniyespor,130000.0,3000.0,1.0,2.0,1.0,Medium/ Medium,Normal,GK,Permanent,185,78,254000.0
21 J. Hindle,26,England,58,Barrow,200000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,180,75,365000.0
Ruly García,22,Spain,63,RC Celta de Vigo,210000.0,2000.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,188,76,483000.0
J. Wosz,19,Germany,72,RB Leipzig,700000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Stocky,RES,Permanent,173,75,1300000.0
T. Campbell,22,England,78,Stoke City,3600000.0,15000.0,1.0,4.0,3.0,High/ Medium,Normal,RS,Permanent,183,75,7600000.0
21 R. Marques,20,France,63,FC Chambly Oise,180000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,182,75,351000.0
J. Cádiz,26,Venezuela,70,Futebol Clube de Famalicão,1700000.0,6000.0,1.0,2.0,3.0,Medium/ Medium,Lean,SUB,Permanent,191,85,3700000.0
21 M. Haeder,31,Germany,59,Sportclub Verl,190000.0,550.0,1.0,4.0,3.0,Medium/ Medium,Normal,RES,Permanent,175,75,276000.0
A. Vera,18,Uruguay,79,Club Atlético River Plate,825000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,175,69,2300000.0
Z. Flemming,23,Netherlands,79,Millwall,4800000.0,11000.0,1.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,185,84,10100000.0
21 J. Trenskow,19,Denmark,64,AC Horsens,140000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,178,64,263000.0
J. Justin,24,England,79,Leicester City,9500000.0,52000.0,1.0,4.0,3.0,High/ High,Normal,SUB,Permanent,183,80,18800000.0
21 K. Córdova,20,United States,65,Club Atlético Grau,350000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,GK,Permanent,179,71,823000.0
F. Abiuso,19,Italy,68,Modena,350000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,185,78,613000.0
K. Höög Jansson,21,Sweden,69,Gangwon FC,475000.0,900.0,1.0,3.0,2.0,Medium/ High,Stocky,SUB,Permanent,189,81,689000.0
22 K. Ueebisu,25,Japan,67,Oita Trinita,600000.0,1000.0,1.0,4.0,2.0,Medium/ High,Lean,RES,Permanent,181,72,795000.0
H. Hackney,20,England,72,Middlesbrough,550000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,178,70,1400000.0
22 D. Keramitsis,17,Greece,80,Roma,925000.0,500.0,1.0,2.0,2.0,Medium/ High,Normal,RES,Permanent,198,78,2200000.0
22 R. De Vries,29,New Zealand,55,Sligo Rovers,130000.0,550.0,1.0,4.0,4.0,High/ Medium,Normal,LM,Permanent,182,82,202000.0
D. Davies,17,Wales,69,Wrexham AFC,190000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,76,527000.0
L. Bury,26,France,64,Pau FC,525000.0,1000.0,1.0,3.0,2.0,Low/ High,Normal,SUB,Permanent,184,77,958000.0
M. Bennett,17,Wales,68,Forest Green Rovers,140000.0,500.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,178,66,333000.0
S. Keogh,20,Republic of Ireland,72,Sligo Rovers,375000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,176,72,816000.0
22 L. Bursich,18,Argentina,71,Arsenal de Sarandí,450000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,195,79,743000.0
A. Farrell,30,United States,69,New England Revolution,1100000.0,4000.0,1.0,2.0,2.0,Medium/ Medium,Stocky,RCB,Permanent,180,75,1700000.0
J. Guasone,21,Argentina,77,Patronato,1400000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,192,94,2900000.0
22 K. Saito,16,Japan,70,Vegalta Sendai,200000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,167,63,375000.0
20 A. Candela,19,Italy,79,Trapani,725000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,185,79,1600000.0
C. Hayes,19,Republic of Ireland,72,Fleetwood Town,700000.0,1000.0,1.0,2.0,3.0,High/ Medium,Lean,SUB,Permanent,170,73,1400000.0
22 F. Feller,17,Germany,69,1. FC Heidenheim 1846,400000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,183,75,720000.0
B. Adeeko,19,Republic of Ireland,64,Wigan Athletic,200000.0,1000.0,1.0,4.0,2.0,Medium/ Medium,Normal,RES,Permanent,175,70,410000.0
Í. Jóhannesson,19,Iceland,82,F.C. København,2400000.0,5000.0,1.0,3.0,3.0,High/ High,Lean,RM,Permanent,180,72,4600000.0
22 D. Machís,28,Venezuela,80,Granada CF,21000000.0,31000.0,1.0,4.0,4.0,High/ Medium,Stocky,LM,Permanent,174,74,44100000.0
22 S. Krykun,24,Ukraine,65,Górnik Łęczna,625000.0,1000.0,1.0,3.0,2.0,High/ Medium,Normal,LM,Permanent,175,70,891000.0
22 Sun Ziquan,18,China PR,57,Hebei FC,90000.0,500.0,1.0,1.0,2.0,Low/ Low,Lean,RES,Permanent,183,74,158000.0
Y. Kallon,21,Sierra Leone,82,Genoa,3000000.0,2000.0,1.0,2.0,3.0,High/ Low,Normal,LAM,Permanent,175,72,6700000.0
21 E. Fernández,31,Peru,70,Deportivo Binacional,1100000.0,500.0,1.0,2.0,2.0,Low/ Medium,Stocky,RCB,Permanent,184,80,2400000.0
22 M. Velásquez,22,Peru,72,Sport Huancayo,900000.0,500.0,1.0,2.0,2.0,High/ Medium,Normal,RES,Permanent,175,66,2100000.0
22 Pedro Benito,21,Spain,75,Cádiz CF,975000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,182,77,2800000.0
21 R. Al Harbi,19,Saudi Arabia,58,Al Wehda,90000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,181,75,167000.0
22 N. Sutoh,18,Japan,70,Kashima Antlers,325000.0,600.0,1.0,4.0,3.0,Medium/ Medium,Normal,RES,Permanent,169,63,609000.0
João Victor,23,Brazil,84,SL Benfica,15500000.0,11000.0,1.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,187,80,34100000.0
21 A. Ouattara,20,Switzerland,70,FC Lausanne-Sport,325000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,177,72,374000.0
22 Lee Ji Hoon,19,Korea Republic,74,Jeonbuk Hyundai Motors,375000.0,1000.0,1.0,3.0,3.0,Medium/ Medium,Normal,RES,Permanent,177,71,722000.0
S. Suresh,21,India,63,Kerala Blasters FC,100000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,184,75,198000.0
D. Bueno,21,Colombia,70,Independiente Medellín,825000.0,500.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,178,69,1300000.0
G. Lo Celso,26,Argentina,83,Tottenham Hotspur,31500000.0,100000.0,1.0,3.0,4.0,High/ Medium,Normal,RES,Permanent,177,68,62200000.0
R. Knoche,30,Germany,76,1. FC Union Berlin,6000000.0,27000.0,2.0,4.0,2.0,Medium/ Medium,Lean,CB,Permanent,190,77,10800000.0
N. Kalinić,34,Croatia,74,Hajduk Split,2100000.0,1000.0,3.0,4.0,3.0,Medium/ Low,Lean,SUB,Permanent,187,79,4600000.0
A. Dușmanu,21,Romania,65,AFC Hermannstadt,325000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,179,74,504000.0
K. O'Connor,19,Republic of Ireland,59,Shelbourne FC,100000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,176,68,175000.0
Arturo Inálcio,22,Brazil,78,Flamengo,16500000.0,35000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RCM,Permanent,170,60,29700000.0
R. Tafazolli,30,England,69,Wycombe Wanderers,1100000.0,5000.0,1.0,2.0,2.0,Medium/ High,Normal,LCB,Permanent,196,93,1900000.0
N. Djorić,22,Serbia,68,SK Austria Klagenfurt,525000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,192,83,866000.0
J. Mateta,25,France,79,Crystal Palace,10000000.0,51000.0,1.0,4.0,3.0,Medium/ Medium,Normal,SUB,Permanent,192,88,19800000.0
Koldo Obieta,28,Spain,64,Miedź Legnica,600000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,187,82,810000.0
21 E. Kaşcıoğlu,19,Turkey,66,Denizlispor,300000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,182,75,645000.0
L. Jović,24,Serbia,84,Fiorentina,27000000.0,55000.0,1.0,5.0,3.0,Medium/ Medium,Stocky,ST,Permanent,182,85,47900000.0
21 H. Al Harbi,25,Saudi Arabia,65,Al Ain,325000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RCB,Permanent,189,75,561000.0
Akapo,29,Equatorial Guinea,75,San Jose Earthquakes,4900000.0,9000.0,1.0,3.0,2.0,High/ Medium,Normal,LB,Permanent,179,70,7100000.0
Léo Borges,21,Brazil,72,Pogoń Szczecin,1400000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,179,74,2200000.0
22 O. Krzyżak,19,Poland,68,Raków Częstochowa,400000.0,750.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,186,83,620000.0
22 C. Davis,22,India,59,FC Goa,100000.0,500.0,1.0,4.0,2.0,Medium/ Medium,Lean,RES,Permanent,178,72,155000.0
I. Toure,19,Senegal,72,Málaga CF,575000.0,900.0,1.0,3.0,3.0,High/ Medium,Normal,RES,Permanent,174,65,1000000.0
21 A. Torres,18,Mexico,69,Club Atlético de San Luis,180000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,182,70,419000.0
F. Nürnberger,22,Germany,76,1. FC Nürnberg,2500000.0,7000.0,1.0,2.0,3.0,High/ Medium,Normal,LCM,Permanent,178,72,4500000.0
21 M. Çeçenoğlu,26,Turkey,63,Gençlerbirliği SK,525000.0,4000.0,1.0,3.0,2.0,High/ Low,Lean,RES,Permanent,181,80,1100000.0
21 D. Saggiomo,21,Venezuela,73,Argentinos Juniors,1600000.0,3000.0,1.0,3.0,2.0,Medium/ Low,Normal,SUB,Permanent,167,62,2700000.0
M. Matysik,18,Poland,78,Jagiellonia Białystok,1300000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,190,78,2600000.0
Y. Herrera,24,Venezuela,81,Girona FC,11500000.0,80000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RCM,"<a href=""/team/10/manchester-city/"">Manchester City</a>",184,77,0.0
J. Bookjans,21,Germany,65,VfB Oldenburg,375000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,178,71,619000.0
22 C. Sarr,21,Senegal,75,Granada CF,1000000.0,2000.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,190,77,2300000.0
J. Reichert,21,Germany,67,1. FC Nürnberg,325000.0,1000.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,191,82,585000.0
21 E. Paredes,39,Chile,73,Colo-Colo,1000000.0,6000.0,2.0,3.0,3.0,High/ Low,Stocky,ST,Permanent,178,82,1400000.0
B. Pavard,26,France,81,FC Bayern München,20000000.0,56000.0,3.0,3.0,3.0,Medium/ High,Normal,SUB,Permanent,186,81,34500000.0
20 Lee Jong Wook,20,Korea Republic,63,Incheon United FC,100000.0,700.0,1.0,4.0,2.0,High/ Medium,Normal,RES,Permanent,180,73,145000.0
22 B. Enobakhare,23,Nigeria,72,Coventry City,1400000.0,5000.0,1.0,3.0,4.0,High/ Medium,Stocky,RES,Permanent,179,77,2900000.0
L. Bucca,23,Argentina,64,Unión de Santa Fe,325000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,189,82,553000.0
22 J. Kaparos,19,Netherlands,72,FC Schalke 04,550000.0,1000.0,1.0,3.0,2.0,Medium/ High,Lean,RES,Permanent,187,77,990000.0
22 Zhang Xingliang,19,China PR,55,Tianjin Jinmen Tiger FC,70000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,173,66,123000.0
N. Tella,22,England,76,Southampton,2300000.0,14000.0,1.0,2.0,3.0,High/ Low,Lean,RES,Permanent,173,70,4800000.0
E. Busquets,21,Uruguay,73,Club Atlético Peñarol,1300000.0,500.0,1.0,3.0,2.0,Medium/ Low,Normal,SUB,Permanent,174,67,3100000.0
N. Tzanev,25,New Zealand,69,AFC Wimbledon,675000.0,2000.0,1.0,1.0,1.0,Medium/ Medium,Lean,GK,Permanent,195,90,1200000.0
21 C. Fraga,21,Venezuela,62,Llaneros de Guanare Escuela de Fútbol,210000.0,500.0,1.0,1.0,1.0,Medium/ Medium,Lean,SUB,Permanent,177,72,494000.0
22 D. Bhagat,22,India,56,Hyderabad FC,100000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,173,72,155000.0
22 E. McJannet,17,Republic of Ireland,74,Luton Town,300000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,177,69,870000.0
T. Rushesha,19,Wales,72,Swansea City,350000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,163,57,884000.0
E. Winchester,26,Nigeria,78,AFC Richmond,8000000.0,40000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,191,82,15800000.0
21 Jhonata Robert,20,Brazil,75,Futebol Clube de Famalicão,1300000.0,2000.0,1.0,4.0,2.0,Medium/ Medium,Lean,RES,Permanent,179,73,3000000.0
A. Yiadom,30,Ghana,72,Reading,2000000.0,14000.0,1.0,3.0,3.0,High/ High,Normal,RWB,Permanent,180,75,3800000.0
22 Renan Ribeiro,31,Brazil,71,Sporting CP,1000000.0,6000.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,193,88,2000000.0
F. Rodríguez,27,Bolivia,67,Club Deportivo Jorge Wilstermann,900000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,LB,Permanent,173,68,2000000.0
22 P. Zinckernagel,26,Denmark,74,Nottingham Forest,4600000.0,43000.0,1.0,3.0,4.0,High/ Medium,Normal,CAM,"<a href=""/team/1795/watford/"">Watford</a>",175,70,0.0
Francisco Moura,22,Portugal,79,SC Braga,2700000.0,5000.0,1.0,2.0,3.0,High/ Medium,Normal,SUB,Permanent,182,66,5900000.0
I. Amundsen,22,Norway,74,FK Bodø/Glimt,1000000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Stocky,SUB,Permanent,185,75,1500000.0
22 M. Elimbi,18,France,78,RC Strasbourg Alsace,550000.0,950.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,186,80,1400000.0
22 J. Mathews,20,India,57,Chennaiyin FC,100000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,175,70,155000.0
H. Toffolo,26,England,75,Nottingham Forest,2800000.0,36000.0,1.0,2.0,3.0,High/ Medium,Lean,LWB,Permanent,183,71,5800000.0
D. Mazzocco,26,Italy,65,Cittadella,600000.0,800.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,186,75,975000.0
Y. Möker,22,Germany,70,FSV Zwickau,850000.0,500.0,1.0,4.0,2.0,High/ Medium,Normal,SUB,Permanent,180,76,1400000.0
21 Santamaría,20,Spain,71,CD Mirandés,550000.0,1000.0,1.0,5.0,3.0,Medium/ Medium,Lean,RES,Permanent,167,62,963000.0
22 Danny Henriques,23,Portugal,74,Belenenses SAD,1500000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,RCB,Permanent,186,81,3400000.0
I. García,20,Uruguay,66,Montevideo Wanderers,250000.0,500.0,1.0,3.0,2.0,Low/ High,Normal,SUB,Permanent,181,71,588000.0
21 J. Froeling,18,Netherlands,67,Vitesse,250000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,185,75,425000.0
M. O'Neill,18,England,74,Preston North End,350000.0,2000.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,184,70,884000.0
K. Keller,21,United States,69,Austin FC,375000.0,900.0,1.0,2.0,2.0,Medium/ High,Normal,SUB,Permanent,187,82,638000.0
M. Šarkić,24,Montenegro,74,Wolverhampton Wanderers,1500000.0,16000.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,195,76,3200000.0
Z. Al Jari,20,Saudi Arabia,64,Al Fateh,130000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,182,75,296000.0
20 V. Brid,18,Colombia,69,Patriotas Boyacá FC,180000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,RES,Permanent,182,73,279000.0
22 T. Ogashiwa,22,Japan,70,Hokkaido Consadole Sapporo,1100000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,LF,Permanent,167,67,1500000.0
K. Mbabu,27,Switzerland,77,Fulham,10000000.0,50000.0,2.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,184,83,19000000.0
Z. Swanson,21,England,72,Portsmouth,700000.0,2000.0,1.0,4.0,2.0,Medium/ High,Lean,SUB,Permanent,189,77,1400000.0
M. Sportiello,30,Italy,75,Atalanta,3700000.0,30000.0,2.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,192,87,6300000.0
K. Broll,26,Germany,74,Górnik Zabrze,1700000.0,4000.0,1.0,3.0,1.0,Medium/ Medium,Normal,GK,Permanent,186,85,2400000.0
J. March,25,England,62,Forest Green Rovers,325000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,175,71,593000.0
22 Y. Ogawa,19,Japan,67,Kashima Antlers,210000.0,750.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,166,58,394000.0
M. Stickland,18,England,69,Reading,230000.0,800.0,1.0,3.0,2.0,Medium/ High,Normal,RES,Permanent,182,73,581000.0
21 E. Martínez,20,Mexico,58,Gallos Blancos de Querétaro,90000.0,750.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,185,85,167000.0
22 M. Jonsson,18,Sweden,71,Djurgårdens IF,300000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,186,78,563000.0
21 D. Haimerl,17,Germany,69,SpVgg Unterhaching,300000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,187,74,623000.0
22 M. Barcola,22,Togo,70,Olympique Lyonnais,775000.0,6000.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,197,83,1600000.0
22 F. Lértora,30,Argentina,75,Club Atlético Colón,4700000.0,13000.0,1.0,3.0,2.0,Medium/ Medium,Lean,CM,Permanent,185,79,7100000.0
M. Frendrup,21,Denmark,81,Genoa,5000000.0,3000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,178,70,9000000.0
22 N. Harvey,18,England,65,Charlton Athletic,100000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,185,65,238000.0
T. Lamptey,21,England,83,Brighton & Hove Albion,12000000.0,35000.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,163,62,25200000.0
21 K. Suwama,17,Japan,71,Yokohama F. Marinos,300000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,183,76,578000.0
22 V. Chambaere,18,Belgium,74,KRC Genk,375000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,190,71,797000.0
S. Quemper,29,France,67,En Avant de Guingamp,900000.0,3000.0,1.0,3.0,2.0,High/ Medium,Normal,LWB,Permanent,178,75,1600000.0
Pang Jiajun,22,China PR,56,Hebei FC,60000.0,950.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,182,77,105000.0
21 J. Maldonado,26,Venezuela,63,Caracas Fútbol Club,350000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,180,73,779000.0
R. Luthra,20,England,70,Cardiff City,220000.0,2000.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,195,80,545000.0
K. Koné,21,France,86,Borussia Mönchengladbach,23500000.0,21000.0,1.0,3.0,4.0,High/ High,Lean,RDM,Permanent,185,80,44700000.0
R. Karsdorp,27,Netherlands,81,Roma,22000000.0,63000.0,2.0,3.0,3.0,High/ Medium,Normal,RM,Permanent,184,80,39100000.0
B. Wilmot,22,England,80,Stoke City,2900000.0,11000.0,1.0,3.0,2.0,High/ Medium,Normal,LCB,Permanent,188,80,6100000.0
22 B. Çetin,21,Turkey,70,Kasimpaşa SK,525000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,183,75,1200000.0
C. Cruz,29,Ecuador,67,LDU Quito,900000.0,500.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,176,70,1900000.0
K. Diawara,22,France,64,APOEL Nicosia FC,325000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,75,764000.0
22 E. Peraza,20,Venezuela,69,Aragua Fútbol Club,550000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,163,65,1300000.0
11 Ricardo Conceição,25,Brazil,75,Vitória,0.0,0.0,2.0,4.0,3.0,N/A/ N/A,Normal,RDM,Permanent,172,72,0.0
Reguilón,25,Spain,83,Tottenham Hotspur,25500000.0,82000.0,1.0,3.0,3.0,High/ Medium,Lean,RES,Permanent,178,68,50400000.0
O. Acosta,22,Colombia,70,Deportivo Cali,700000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,177,62,1100000.0
O. Marciano,32,Israel,70,Feyenoord,800000.0,5000.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,193,78,1200000.0
M. Kean,22,Italy,86,Juventus,32000000.0,41000.0,2.0,3.0,3.0,High/ Medium,Normal,LW,"<a href=""/team/7/everton/"">Everton</a>",182,72,0.0
21 Santi Cazorla,35,Spain,82,Unknown,0.0,0.0,3.0,5.0,4.0,High/ Medium,Stocky,SUB,Permanent,168,65,0.0
Y. Demir,19,Austria,82,SK Rapid Wien,4000000.0,11000.0,1.0,3.0,4.0,High/ Low,Normal,SUB,Permanent,173,65,6800000.0
21 A. Leszczyński,20,Poland,65,Podbeskidzie Bielsko-Biała,240000.0,500.0,1.0,1.0,1.0,Medium/ Medium,Lean,SUB,Permanent,192,85,372000.0
C. John,22,England,67,Rochdale,475000.0,2000.0,1.0,2.0,2.0,High/ Medium,Normal,LCB,Permanent,181,78,926000.0
Á. Kecskés,26,Hungary,70,LASK Linz,1200000.0,8000.0,1.0,3.0,2.0,Low/ Medium,Lean,RES,Permanent,190,75,1900000.0
